,UnitID,Species,Collection_Locale,DateCollected,AssociatedMedia
1830,CAM017431,Heliconius melpomene ssp. plesseni x malleti,Km35 Sendero PtaSanCristobal,2010923,"https://zenodo.org/record/3082688/files/CAM017431_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017431_d.JPG ,
https://zenodo.org/record/3082688/files/CAM017431_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017431_v.JPG"
1831,CAM017432,Heliconius erato ssp. notabilis x lativitta,Km35 Sendero PtaSanCristobal,2010923,"https://zenodo.org/record/3082688/files/CAM017432_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017432_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017432_d.JPG ,
https://zenodo.org/record/3082688/files/CAM017432_v.JPG"
1832,CAM017433,Heliconius erato ssp. notabilis x lativitta,Km35 Sendero PtaSanCristobal,2010923,"https://zenodo.org/record/3082688/files/CAM017433_d.JPG ,
https://zenodo.org/record/3082688/files/CAM017433_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017433_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017433_d.JPG"
1833,CAM017434,Heliconius elevatus,Km35 Sendero PtaSanCristobal,2010924,"https://zenodo.org/record/4153502/files/CAM017434_d.JPG ,
https://zenodo.org/record/4153502/files/CAM017434_v.JPG"
1834,CAM017435,Heliconius erato ssp. notabilis x lativitta,Km35 Sendero PtaSanCristobal,2010924,"https://zenodo.org/record/1247307/files/CAM017435_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017435_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017435_d.JPG ,
https://zenodo.org/record/3082688/files/CAM017435_d.JPG"
1835,CAM017436,Heliconius erato ssp. notabilis x lativitta,Km35 Sendero PtaSanCristobal,2010924,"https://zenodo.org/record/3082688/files/CAM017436_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017436_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017436_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017436_d.JPG"
1836,CAM017437,Heliconius melpomene ssp. plesseni x malleti,Km35 Sendero PtaSanCristobal,2010924,"https://zenodo.org/record/3082688/files/CAM017437_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017437_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017437_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017437_v.JPG"
1837,CAM017438,Heliconius erato ssp. notabilis x lativitta,Km35 Sendero PtaSanCristobal,2010924,"https://zenodo.org/record/1247307/files/CAM017438_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017438_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017438_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017438_d.JPG"
1838,CAM017439,Heliconius erato ssp. notabilis x lativitta,Km35 Sendero PtaSanCristobal,2010924,"https://zenodo.org/record/3082688/files/CAM017439_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017439_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017439_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017439_d.JPG"
1839,CAM017440,Heliconius melpomene ssp. plesseni x malleti,Km35 Sendero PtaSanCristobal,2010924,"https://zenodo.org/record/3082688/files/CAM017440_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017440_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017440_d.JPG ,
https://zenodo.org/record/3082688/files/CAM017440_d.JPG"
1840,CAM017441,Heliconius erato ssp. notabilis x lativitta,Km35 Sendero PtaSanCristobal,2010924,"https://zenodo.org/record/1247307/files/CAM017441_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017441_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017441_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017441_d.JPG"
1841,CAM017443,Heliconius erato ssp. notabilis x lativitta,Km35 Sendero PtaSanCristobal,2010925,"https://zenodo.org/record/1247307/files/CAM017443_d.JPG ,
https://zenodo.org/record/3082688/files/CAM017443_d.JPG"
1842,CAM017444,Heliconius erato ssp. notabilis x lativitta,Km35 Sendero PtaSanCristobal,2010925,"https://zenodo.org/record/3082688/files/CAM017444_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017444_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017444_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017444_d.JPG"
1843,CAM017445,Heliconius erato ssp. notabilis x lativitta,Km35 Sendero PtaSanCristobal,2010925,"https://zenodo.org/record/1247307/files/CAM017445_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017445_d.JPG ,
https://zenodo.org/record/3082688/files/CAM017445_d.JPG ,
https://zenodo.org/record/3082688/files/CAM017445_v.JPG"
1844,CAM017446,Heliconius erato ssp. notabilis x lativitta,Km35 Sendero PtaSanCristobal,2010926,"https://zenodo.org/record/1247307/files/CAM017446_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017446_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017446_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017446_d.JPG"
1845,CAM017447,Heliconius erato ssp. notabilis x lativitta,Km35 Sendero PtaSanCristobal,2010926,"https://zenodo.org/record/3082688/files/CAM017447_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017447_d.JPG ,
https://zenodo.org/record/3082688/files/CAM017447_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017447_v.JPG"
1846,CAM017601,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,2011215,"https://zenodo.org/record/3082688/files/CAM017601_d.JPG ,
https://zenodo.org/record/3082688/files/CAM017601_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017601_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017601_v.JPG"
1847,CAM017602,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,2010216,"https://zenodo.org/record/1247307/files/CAM017602_d.JPG ,
https://zenodo.org/record/3082688/files/CAM017602_d.JPG ,
https://zenodo.org/record/3082688/files/CAM017602_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017602_v.JPG"
1848,CAM017603,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,2010216,"https://zenodo.org/record/3082688/files/CAM017603_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017603_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017603_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017603_d.JPG"
1849,CAM017604,Heliconius erato ssp. notabilis x lativitta,Km37 SanFcoDeLlandia Km3.3,2010216,"https://zenodo.org/record/1247307/files/CAM017604_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017604_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017604_d.JPG ,
https://zenodo.org/record/3082688/files/CAM017604_v.JPG"
1850,CAM017605,Heliconius melpomene ssp. plesseni x malleti,Km37 SanFcoDeLlandia Km3.3,2011216,"https://zenodo.org/record/1247307/files/CAM017605_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017605_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017605_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017605_d.JPG"
1851,CAM017606,Heliconius erato ssp. notabilis x lativitta,Km37 SanFcoDeLlandia Km3.3,2010216,"https://zenodo.org/record/3082688/files/CAM017606_d.JPG ,
https://zenodo.org/record/3082688/files/CAM017606_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017606_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017606_v.JPG"
1852,CAM017607,Heliconius erato ssp. notabilis x lativitta,Km37 SanFcoDeLlandia Km3.3,2010216,"https://zenodo.org/record/3082688/files/CAM017607_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017607_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017607_v.JPG ,
https://zenodo.org/record/1247307/files/CAM017607_d.JPG"
1853,CAM017608,Heliconius erato ssp. notabilis x lativitta,Km37 SanFcoDeLlandia Km3.3,2010216,"https://zenodo.org/record/3082688/files/CAM017608_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017608_d.JPG ,
https://zenodo.org/record/1247307/files/CAM017608_v.JPG ,
https://zenodo.org/record/3082688/files/CAM017608_v.JPG"
