,UnitID,Species,Collection_Locale,DateCollected,AssociatedMedia
1048,19N2782,Heliconius melpomene ssp. malleti,Rio Pusuno 2,2020317,"https://zenodo.org/record/4288311/files/19N2782_v.JPG ,
https://zenodo.org/record/4288311/files/19N2782_d.JPG"
1049,19N2783,Heliconius erato ssp. lativitta,San Pedro de Arajuno,2020317,"https://zenodo.org/record/4288311/files/19N2783_d.JPG ,
https://zenodo.org/record/4288311/files/19N2783_v.JPG"
1050,19N2784,Heliconius erato ssp. lativitta,"Finca Narupa, bridge",2020317,"https://zenodo.org/record/4288311/files/19N2784_v.JPG ,
https://zenodo.org/record/4288311/files/19N2784_d.JPG"
1051,19N2785,Heliconius melpomene ssp. malleti,Rio Pusuno 2,2020317,"https://zenodo.org/record/4288311/files/19N2785_d.JPG ,
https://zenodo.org/record/4288311/files/19N2785_v.JPG"
1052,19N2787,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N2787_v.JPG ,
https://zenodo.org/record/4288311/files/19N2787_d.JPG"
1053,19N2788,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N2788_v.JPG ,
https://zenodo.org/record/4288311/files/19N2788_d.JPG"
1054,19N2789,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N2789_d.JPG ,
https://zenodo.org/record/4288311/files/19N2789_v.JPG"
1055,19N2901,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N2901_v.JPG ,
https://zenodo.org/record/4288311/files/19N2901_d.JPG"
1056,19N2902,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N2902_d.JPG ,
https://zenodo.org/record/4288311/files/19N2902_v.JPG"
1057,19N2905,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N2905_v.JPG ,
https://zenodo.org/record/4288311/files/19N2905_d.JPG"
1058,19N2906,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N2906_d.JPG ,
https://zenodo.org/record/4288311/files/19N2906_v.JPG"
1059,19N2910,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N2910_d.JPG ,
https://zenodo.org/record/4288311/files/19N2910_v.JPG"
1060,19N2912,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N2912_d.JPG ,
https://zenodo.org/record/4288311/files/19N2912_v.JPG"
1061,19N2913,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N2913_d.JPG ,
https://zenodo.org/record/4288311/files/19N2913_v.JPG"
1062,19N2917,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N2917_v.JPG ,
https://zenodo.org/record/4288311/files/19N2917_d.JPG"
1063,19N2920,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N2920_d.JPG ,
https://zenodo.org/record/4288311/files/19N2920_v.JPG"
1064,19N2921,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N2921_d.JPG ,
https://zenodo.org/record/4288311/files/19N2921_v.JPG"
1065,19N2922,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/19N2922_v.JPG ,
https://zenodo.org/record/4288311/files/19N2922_d.JPG"
1066,20N0607,Heliconius erato ssp. lativitta,,,"https://zenodo.org/record/4288311/files/20N0607_v.JPG ,
https://zenodo.org/record/4288311/files/20N0607_d.JPG"
1067,20N0609,Heliconius erato ssp. lativitta,"Finca Narupa, bridge",20191024,https://zenodo.org/record/4288311/files/20N0609_d.JPG
1068,20N0610,Heliconius erato ssp. lativitta,Ikiam Mariposario,,"https://zenodo.org/record/4288311/files/20N0610_v.JPG ,
https://zenodo.org/record/4288311/files/20N0610_d.JPG"
1069,CAM000291,Heliconius wallacei,"La Desiree, near Cayenne",1998522,"https://zenodo.org/record/2677821/files/CAM000291_d.JPG ,
https://zenodo.org/record/2677821/files/CAM000291_v.JPG"
1070,CAM000486,Heliconius cydno ssp. chioneus,"Parcela 33, Villeta - Guaduas 23.6km",1998618,"https://zenodo.org/record/2677821/files/CAM000486_d.JPG ,
https://zenodo.org/record/2677821/files/CAM000486_v.JPG"
1071,CAM000492,Heliconius cydno ssp. chioneus,"Parcela 33, Villeta - Guaduas 23.6km",1998618,"https://zenodo.org/record/2677821/files/CAM000492_d.JPG ,
https://zenodo.org/record/2677821/files/CAM000492_v.JPG"
1072,CAM000584,Heliconius cydno ssp. chioneus,"Pipeline road 5.6km,",1998828,"https://zenodo.org/record/2682458/files/CAM000584_d.JPG ,
https://zenodo.org/record/2682458/files/CAM000584_v.JPG"
1073,CAM000898,Heliconius melpomene ssp. rosina,Santa Rita Ridge,19981212,"https://zenodo.org/record/2682458/files/CAM000898_v.JPG ,
https://zenodo.org/record/2682458/files/CAM000898_d.JPG"
1074,CAM008019,Heliconius pachinus,"Cafe Duran Finca, near Santa Clara,",200098,"https://zenodo.org/record/2684906/files/CAM008019_d.JPG ,
https://zenodo.org/record/2684906/files/CAM008019_v.JPG"
1075,CAM008022,Heliconius pachinus,"Cafe Duran Finca, near Santa Clara,",200098,"https://zenodo.org/record/2684906/files/CAM008022_d.JPG ,
https://zenodo.org/record/2684906/files/CAM008022_v.JPG"
1076,CAM008023,Heliconius pachinus,"Cafe Duran Finca, near Santa Clara,",200098,"https://zenodo.org/record/2684906/files/CAM008023_d.JPG ,
https://zenodo.org/record/2684906/files/CAM008023_v.JPG ,
https://zenodo.org/record/2552371/files/8023v.jpg ,
https://zenodo.org/record/2552371/files/8023d.jpg"
1077,CAM008032,Heliconius pachinus,"Cafe Duran Finca, near Santa Clara,",200098,"https://zenodo.org/record/2684906/files/CAM008032_v.JPG ,
https://zenodo.org/record/2684906/files/CAM008032_d.JPG"
1078,CAM008033,Heliconius pachinus,"Cafe Duran Finca, near Santa Clara,",200098,"https://zenodo.org/record/2684906/files/CAM008033_d.JPG ,
https://zenodo.org/record/2684906/files/CAM008033_v.JPG"
1079,CAM008034,Heliconius pachinus,"Cafe Duran Finca, near Santa Clara,",200098,"https://zenodo.org/record/2684906/files/CAM008034_d.JPG ,
https://zenodo.org/record/2684906/files/CAM008034_v.JPG"
1080,CAM008035,Heliconius pachinus,"Cafe Duran Finca, near Santa Clara,",200098,"https://zenodo.org/record/2684906/files/CAM008035_v.JPG ,
https://zenodo.org/record/2684906/files/CAM008035_d.JPG"
1081,CAM008036,Heliconius pachinus,"Cafe Duran Finca, near Santa Clara,",200099,"https://zenodo.org/record/2552371/files/8036d.jpg ,
https://zenodo.org/record/2552371/files/8036v.jpg ,
https://zenodo.org/record/2684906/files/CAM008036_d.JPG ,
https://zenodo.org/record/2684906/files/CAM008036_v.JPG"
1082,CAM008038,Heliconius clysonymus,"Cafe Duran Finca, near Santa Clara,",200099,"https://zenodo.org/record/2684906/files/CAM008038_v.JPG ,
https://zenodo.org/record/2684906/files/CAM008038_d.JPG"
1083,CAM008044,Heliconius cydno ssp. chioneus,"Chiriqui Grande - Almirante 9.5km,",2000910,"https://zenodo.org/record/2684906/files/CAM008044_v.JPG ,
https://zenodo.org/record/2684906/files/CAM008044_d.JPG"
1084,CAM008147,Heliconius hierax,Km 119 Baeza - Lago Agrio,2001523,"https://zenodo.org/record/2684906/files/CAM008147_d.JPG ,
https://zenodo.org/record/2552371/files/8147v.jpg ,
https://zenodo.org/record/2684906/files/CAM008147_v.JPG ,
https://zenodo.org/record/2552371/files/8147d.jpg"
1085,CAM008150,Heliconius hierax,Km 119 Baeza - Lago Agrio,2001523,"https://zenodo.org/record/2684906/files/CAM008150_v.JPG ,
https://zenodo.org/record/2684906/files/CAM008150_d.JPG"
1086,CAM008215,Heliconius erato ssp. hydara,Savane du Galion,200163,"https://zenodo.org/record/2684906/files/CAM008215_d.JPG ,
https://zenodo.org/record/2684906/files/CAM008215_v.JPG"
1087,CAM008355,Ithomia heraldica,"Quebrada Hornito Trail, Fortuna,",2001831,"https://zenodo.org/record/2684906/files/CAM008355_d.JPG ,
https://zenodo.org/record/2684906/files/CAM008355_v.JPG"
1088,CAM008465,Greta nero,"Quebrada Hornito Trail, Fortuna,",200193,"https://zenodo.org/record/2684906/files/CAM008465_d.JPG ,
https://zenodo.org/record/2684906/files/CAM008465_v.JPG"
1089,CAM008521,Heliconius timareta ssp. timareta,"El Topo, Baños - Puyo road,",2002216,"https://zenodo.org/record/2684906/files/CAM008521_d.JPG ,
https://zenodo.org/record/2552371/files/8521v.jpg ,
https://zenodo.org/record/2552371/files/8521d.jpg ,
https://zenodo.org/record/2684906/files/CAM008521_v.JPG"
1090,CAM008522,Heliconius timareta ssp. timareta,"El Topo, Baños - Puyo road,",2002217,"https://zenodo.org/record/2684906/files/CAM008522_d.JPG ,
https://zenodo.org/record/2684906/files/CAM008522_v.JPG"
1091,CAM008533,Heliconius timareta ssp. timareta,"El Topo, Baños - Puyo road,",2002219,"https://zenodo.org/record/2684906/files/CAM008533_d.JPG ,
https://zenodo.org/record/2684906/files/CAM008533_v.JPG"
1092,CAM008560,Heliconius burneyi,"Tarapoto-Yurimaguas (Km15), Tunel Cumbre, Fondo Biodiversidad,",2002818,"https://zenodo.org/record/2552371/files/8560v.jpg ,
https://zenodo.org/record/2686762/files/CAM008560_v.JPG ,
https://zenodo.org/record/2686762/files/CAM008560_d.JPG ,
https://zenodo.org/record/2552371/files/8560d.jpg"
1093,CAM008586,Heliconius numata,"Tarapoto-Yurimaguas (Km15), Tunel Cumbre, Fondo Biodiversidad,",2002818,"https://zenodo.org/record/2686762/files/CAM008586_d.JPG ,
https://zenodo.org/record/2686762/files/CAM008586_v.JPG"
1094,CAM008595,Eueides lybia,"Pongo de Cainarache - Baranquita, Km 7.2,",2002817,"https://zenodo.org/record/2686762/files/CAM008595_d.JPG ,
https://zenodo.org/record/2552371/files/8595v.jpg ,
https://zenodo.org/record/2686762/files/CAM008595_v.JPG ,
https://zenodo.org/record/2552371/files/8595d.jpg"
1095,CAM008644,Heliconius sara,"Tarapoto-Yurinaguas (Km28),",2002821,"https://zenodo.org/record/2686762/files/CAM008644_d.JPG ,
https://zenodo.org/record/2686762/files/CAM008644_v.JPG"
1096,CAM008683,Heliconius hecale,"Pongo de Cainarache - Baranquita, Km 7.2,",2002822,"https://zenodo.org/record/2686762/files/CAM008683_v.JPG ,
https://zenodo.org/record/2686762/files/CAM008683_d.JPG"
1097,CAM008687,Heliconius wallacei,"Pongo de Cainarache - Baranquita, Km 7.2,",2002822,"https://zenodo.org/record/2686762/files/CAM008687_v.JPG ,
https://zenodo.org/record/2686762/files/CAM008687_d.JPG"
1098,CAM008698,Heliconius elevatus,"Tarapoto-Yurimaguas (Km 78),",2002823,"https://zenodo.org/record/2686762/files/CAM008698_v.JPG ,
https://zenodo.org/record/2686762/files/CAM008698_d.JPG"
1099,CAM008738,Heliconius elevatus,"Pintoyaquillo,",2002824,"https://zenodo.org/record/2686762/files/CAM008738_d.JPG ,
https://zenodo.org/record/2686762/files/CAM008738_v.JPG"
1100,CAM008739,Heliconius elevatus,"Tarapoto-Yurimaguas (Km15), Tunel Cumbre, Fondo Biodiversidad,",2002826,"https://zenodo.org/record/2686762/files/CAM008739_v.JPG ,
https://zenodo.org/record/2686762/files/CAM008739_d.JPG"
1101,CAM008861,Heliconius hecale,"Cana, around runway area,",2001102,"https://zenodo.org/record/2686762/files/CAM008861_d.JPG ,
https://zenodo.org/record/2686762/files/CAM008861_v.JPG"
1102,CAM008887,Heliconius melpomene ssp. melpomene,"Cana, around runway area,",2001103,"https://zenodo.org/record/2686762/files/CAM008887_d.JPG ,
https://zenodo.org/record/2686762/files/CAM008887_v.JPG"
1103,CAM008954,Heliconius melpomene ssp. melpomene,"Rio Piñas, Campsite,",2003511,"https://zenodo.org/record/2686762/files/CAM008954_v.JPG ,
https://zenodo.org/record/2686762/files/CAM008954_d.JPG"
1104,CAM008956,Heliconius melpomene ssp. melpomene,"Rio Piñas, Campsite,",2003511,"https://zenodo.org/record/2686762/files/CAM008956_v.JPG ,
https://zenodo.org/record/2686762/files/CAM008956_d.JPG"
1105,CAM009113,Heliconius melpomene ssp. ecuadorensis,Old Zamora Road,20061210,"https://zenodo.org/record/2686762/files/CAM009113_d.JPG ,
https://zenodo.org/record/2686762/files/CAM009113_v.JPG"
1106,CAM009114,Heliconius melpomene ssp. ecuadorensis,Old Zamora Road,20061210,"https://zenodo.org/record/2686762/files/CAM009114_d.JPG ,
https://zenodo.org/record/2686762/files/CAM009114_v.JPG"
1107,CAM009115,Heliconius melpomene ssp. ecuadorensis,Old Zamora Road,20061210,"https://zenodo.org/record/2686762/files/CAM009115_v.JPG ,
https://zenodo.org/record/2686762/files/CAM009115_d.JPG"
1108,CAM009116,Heliconius heurippa,Old Zamora Road,20061210,"https://zenodo.org/record/2686762/files/CAM009116_v.JPG ,
https://zenodo.org/record/2686762/files/CAM009116_d.JPG"
1109,CAM009118,Heliconius melpomene ssp. ecuadorensis,Old Zamora Road,20061210,"https://zenodo.org/record/2686762/files/CAM009118_v.JPG ,
https://zenodo.org/record/2686762/files/CAM009118_d.JPG"
1110,CAM009119,Heliconius melpomene ssp. ecuadorensis,Old Zamora Road,20061210,"https://zenodo.org/record/2686762/files/CAM009119_v.JPG ,
https://zenodo.org/record/2686762/files/CAM009119_d.JPG"
1111,CAM009169,Heliconius timareta ssp. timareta,"El Topo, Baños - Puyo road,",20071213,"https://zenodo.org/record/2686762/files/CAM009169_d.JPG ,
https://zenodo.org/record/2686762/files/CAM009169_v.JPG"
1112,CAM009175,Heliconius timareta,"El Topo, Baños - Puyo road,",20071213,"https://zenodo.org/record/2686762/files/CAM009175_v.JPG ,
https://zenodo.org/record/2686762/files/CAM009175_d.JPG"
1113,CAM009177,Heliconius timareta,"El Topo, Baños - Puyo road,",20071213,"https://zenodo.org/record/2686762/files/CAM009177_v.JPG ,
https://zenodo.org/record/2686762/files/CAM009177_d.JPG"
1114,CAM009178,Heliconius timareta ssp. timareta,"El Topo, Baños - Puyo road,",20071213,"https://zenodo.org/record/2686762/files/CAM009178_d.JPG ,
https://zenodo.org/record/2686762/files/CAM009178_v.JPG ,
https://zenodo.org/record/2553977/files/9178_H_timareta_timareta_D.JPG.jpg ,
https://zenodo.org/record/2553977/files/9178_H_timareta_timareta_V.JPG.jpg"
1115,CAM009180,Heliconius timareta,"El Topo, Baños - Puyo road,",20071213,"https://zenodo.org/record/2686762/files/CAM009180_d.JPG ,
https://zenodo.org/record/2686762/files/CAM009180_v.JPG"
1116,CAM009183,Heliconius timareta,"El Topo, Baños - Puyo road,",20071213,"https://zenodo.org/record/2686762/files/CAM009183_d.JPG ,
https://zenodo.org/record/2686762/files/CAM009183_v.JPG"
1117,CAM009185,Heliconius timareta,"El Topo, Baños - Puyo road,",20071213,"https://zenodo.org/record/2686762/files/CAM009185_d.JPG ,
https://zenodo.org/record/2686762/files/CAM009185_v.JPG"
1118,CAM009186,Heliconius timareta,"El Topo, Baños - Puyo road,",20071213,"https://zenodo.org/record/2686762/files/CAM009186_v.JPG ,
https://zenodo.org/record/2686762/files/CAM009186_d.JPG"
1119,CAM009187,Heliconius timareta,"El Topo, Baños - Puyo road,",20071213,"https://zenodo.org/record/2686762/files/CAM009187_d.JPG ,
https://zenodo.org/record/2686762/files/CAM009187_v.JPG"
1120,CAM009211,Heliconius clysonymus,"El Topo, Baños - Puyo road,",20071213,"https://zenodo.org/record/2686762/files/CAM009211_d.JPG ,
https://zenodo.org/record/2686762/files/CAM009211_v.JPG"
1121,CAM009227,Heliconius timareta,"Rio Anso, near Mera",20061214,"https://zenodo.org/record/2686762/files/CAM009227_v.JPG ,
https://zenodo.org/record/2686762/files/CAM009227_d.JPG"
1122,CAM009419,Heliconius timareta,"El Topo, Baños - Puyo road,",200421,"https://zenodo.org/record/2686762/files/CAM009419_d.JPG ,
https://zenodo.org/record/2686762/files/CAM009419_v.JPG"
1123,CAM009421,Heliconius timareta,"El Topo, Baños - Puyo road,",200421,"https://zenodo.org/record/2686762/files/CAM009421_d.JPG ,
https://zenodo.org/record/2686762/files/CAM009421_v.JPG"
1124,CAM009426,Heliconius timareta,"El Topo, Baños - Puyo road,",200421,"https://zenodo.org/record/2686762/files/CAM009426_v.JPG ,
https://zenodo.org/record/2686762/files/CAM009426_d.JPG"
1125,CAM009440,Heliconius timareta,"El Topo, Baños - Puyo road,",,"https://zenodo.org/record/2686762/files/CAM009440_v.JPG ,
https://zenodo.org/record/2686762/files/CAM009440_d.JPG"
1126,CAM011413,Heliconius timareta,"El Topo, Baños - Puyo road,",2002216,"https://zenodo.org/record/2550097/files/CAM011413_v.JPG ,
https://zenodo.org/record/2550097/files/CAM011413_d.JPG"
1127,CAM011439,Heliconius timareta,"El Topo, Baños - Puyo road,",,"https://zenodo.org/record/2550097/files/CAM011439_d.JPG ,
https://zenodo.org/record/2550097/files/CAM011439_v.JPG"
1128,CAM011441,Heliconius erato ssp. lativitta,"San Raphael Falls, Baeza-Lago Agrio",,"https://zenodo.org/record/2550097/files/CAM011441_d.JPG ,
https://zenodo.org/record/2550097/files/CAM011441_v.JPG"
1129,CAM016001,Heliconius melpomene ssp. plesseni,Cashaurco,200956,"https://zenodo.org/record/4153502/files/CAM016001_v.JPG ,
https://zenodo.org/record/4153502/files/CAM016001_d.JPG"
1130,CAM016003,Heliconius melpomene ssp. plesseni,Cashaurco,200956,"https://zenodo.org/record/4153502/files/CAM016003_v.JPG ,
https://zenodo.org/record/4153502/files/CAM016003_d.JPG"
1131,CAM016004,Heliconius melpomene ssp. plesseni,Cashaurco,200956,"https://zenodo.org/record/4153502/files/CAM016004_v.JPG ,
https://zenodo.org/record/4153502/files/CAM016004_d.JPG"
1132,CAM016011,Heliconius timareta ssp. ssp.nov.P,Km25 Llandia,200957,"https://zenodo.org/record/1247307/files/CAM016011_d.JPG ,
https://zenodo.org/record/2552371/files/16011d.JPG ,
https://zenodo.org/record/1247307/files/CAM016011_v.JPG ,
https://zenodo.org/record/2552371/files/16011v.JPG ,
https://zenodo.org/record/3082688/files/CAM016011_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016011_d.JPG"
1133,CAM016012,Heliconius melpomene ssp. plesseni x malleti,Km25 Llandia,200957,"https://zenodo.org/record/1247307/files/CAM016012_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016012_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016012_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016012_v.JPG"
1134,CAM016019,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/3082688/files/CAM016019_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016019_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016019_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016019_d.JPG"
1135,CAM016020,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/3082688/files/CAM016020_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016020_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016020_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016020_v.JPG"
1136,CAM016021,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/3082688/files/CAM016021_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016021_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016021_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016021_d.JPG"
1137,CAM016022,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/1247307/files/CAM016022_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016022_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016022_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016022_d.JPG"
1138,CAM016023,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/3082688/files/CAM016023_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016023_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016023_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016023_v.JPG"
1139,CAM016024,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/1247307/files/CAM016024_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016024_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016024_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016024_v.JPG"
1140,CAM016025,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/1247307/files/CAM016025_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016025_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016025_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016025_v.JPG"
1141,CAM016026,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/3082688/files/CAM016026_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016026_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016026_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016026_d.JPG"
1142,CAM016027,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/1247307/files/CAM016027_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016027_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016027_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016027_v.JPG"
1143,CAM016028,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/1247307/files/CAM016028_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016028_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016028_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016028_v.JPG"
1144,CAM016029,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/3082688/files/CAM016029_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016029_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016029_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016029_v.JPG"
1145,CAM016030,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/3082688/files/CAM016030_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016030_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016030_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016030_v.JPG"
1146,CAM016031,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/3082688/files/CAM016031_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016031_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016031_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016031_d.JPG"
1147,CAM016032,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/3082688/files/CAM016032_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016032_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016032_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016032_d.JPG"
1148,CAM016033,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/3082688/files/CAM016033_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016033_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016033_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016033_v.JPG"
1149,CAM016034,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/3082688/files/CAM016034_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016034_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016034_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016034_d.JPG"
1150,CAM016035,Heliconius erato ssp. notabilis x lativitta,Km35 Antena,200958,"https://zenodo.org/record/3082688/files/CAM016035_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016035_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016035_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016035_d.JPG"
1151,CAM016036,Heliconius melpomene ssp. plesseni x malleti,Km35 Sendero PtaSanCristobal,200958,"https://zenodo.org/record/1247307/files/CAM016036_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016036_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016036_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016036_v.JPG"
1152,CAM016037,Heliconius timareta ssp. ssp.nov.P,Km35 Sendero PtaSanCristobal,200958,"https://zenodo.org/record/2552371/files/16037d.JPG ,
https://zenodo.org/record/1247307/files/CAM016037_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016037_d.JPG ,
https://zenodo.org/record/2552371/files/16037d3.JPG ,
https://zenodo.org/record/2552371/files/16037v.JPG ,
https://zenodo.org/record/2552371/files/16037v2.JPG ,
https://zenodo.org/record/3082688/files/CAM016037_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016037_d.JPG ,
https://zenodo.org/record/2552371/files/16037d2.JPG"
1153,CAM016039,Heliconius erato ssp. notabilis x lativitta,Km35 Sendero PtaSanCristobal,200958,"https://zenodo.org/record/3082688/files/CAM016039_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016039_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016039_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016039_v.JPG"
1154,CAM016042,Heliconius melpomene ssp. plesseni x malleti,Colonia Mariscal I,200959,"https://zenodo.org/record/1247307/files/CAM016042_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016042_d.JPG ,
https://zenodo.org/record/2553977/files/16042_H_m_hybrid_V.JPG.jpg ,
https://zenodo.org/record/3082688/files/CAM016042_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016042_v.JPG ,
https://zenodo.org/record/2553977/files/16042_H_m_hybrid_D.JPG.jpg"
1155,CAM016043,Heliconius melpomene ssp. plesseni x malleti,Colonia Mariscal I,200959,"https://zenodo.org/record/3082688/files/CAM016043_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016043_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016043_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016043_d.JPG"
1156,CAM016045,Heliconius erato ssp. notabilis,Mangayacu,2009518,"https://zenodo.org/record/1247307/files/CAM016045_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016045_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016045_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016045_v.JPG"
1157,CAM016046,Heliconius erato ssp. notabilis,Mangayacu,2009518,"https://zenodo.org/record/3082688/files/CAM016046_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016046_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016046_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016046_v.JPG"
1158,CAM016047,Heliconius erato ssp. notabilis,Mangayacu,2009518,"https://zenodo.org/record/3082688/files/CAM016047_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016047_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016047_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016047_v.JPG"
1159,CAM016048,Heliconius erato ssp. notabilis,Mangayacu,2009518,"https://zenodo.org/record/1247307/files/CAM016048_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016048_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016048_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016048_d.JPG"
